acta_id,acta_detalle_id,diputado_nombre,persona_id,bloque,distrito_nombre,voto
3890,1158718,MOREAU Leopoldo Raúl Guido, ,Frente para la Victoria - PJ,Buenos Aires,NEGATIVO
3890,1158719,MORETTI Jose, ,Federal Unidos por una Nueva Argentina,La Rioja,AFIRMATIVO
3890,1158720,MOSQUEDA Juan, ,Justicialista,Chaco,AUSENTE
3890,1158721,MOYANO Juan Facundo, ,Red por Argentina,Buenos Aires,NEGATIVO
3890,1158722,MUÑOZ Rosa Rosario, ,Trabajo y Dignidad,Chubut,AFIRMATIVO
3890,1158723,NAJUL Claudia Inés, ,Unión Cívica Radical,Mendoza,AFIRMATIVO
3890,1158724,NANNI Miguel, ,Unión Cívica Radical,Salta,AFIRMATIVO
3890,1158725,NAVARRO Graciela, ,Frente Cívico por Santiago,Santiago del Estero,AUSENTE
3890,1158726,NAZARIO Adriana Mónica, ,Córdoba Federal,Córdoba,AFIRMATIVO
3890,1158727,NEDER Estela Mary del Rosario, ,Frente Cívico por Santiago,Santiago del Estero,AFIRMATIVO
3890,1158728,NEGRI Mario Raúl, ,Unión Cívica Radical,Córdoba,AFIRMATIVO
3890,1158729,NUÑEZ José Carlos, ,PRO,Santa Fe,AFIRMATIVO
3890,1158730,OCAÑA Maria Graciela, ,PRO,Buenos Aires,AFIRMATIVO
3890,1158731,OLIVETO LAGO Paula Mariana, ,Coalición Cívica,C.A.B.A.,NEGATIVO
3890,1158732,OLMEDO Alfredo Horacio, ,Salta Somos Todos,Salta,AFIRMATIVO
3890,1158733,ORELLANA José Fernando, ,Justicialista por Tucumán,Tucumán,AFIRMATIVO
3890,1158734,PASSO Marcela Fabiana, ,Federal Unidos por una Nueva Argentina,Buenos Aires,AFIRMATIVO
3890,1158735,PASTORI Luis Mario, ,Unión Cívica Radical,Misiones,AFIRMATIVO
3890,1158736,PASTORIZA Mirta Ameliana, ,Frente Cívico por Santiago,Santiago del Estero,AFIRMATIVO
3890,1158737,PEÑALOZA MARIANETTI María Florencia, ,Somos San Juan,San Juan,AFIRMATIVO
3890,1158738,PEREYRA Juan Manuel, ,Concertación FORJA,Córdoba,NEGATIVO
3890,1158739,PÉREZ Martín Alejandro, ,Frente para la Victoria - PJ,Tierra del Fuego,NEGATIVO
3890,1158740,PÉREZ Raúl Joaquín, ,Federal Unidos por una Nueva Argentina,Buenos Aires,AFIRMATIVO
3890,1158741,PERTILE Elda, ,Justicialista,Chaco,AUSENTE
3890,1158742,PETRI Luis Alfonso, ,Unión Cívica Radical,Mendoza,AFIRMATIVO
3890,1158743,PICCOLOMINI María Carla, ,PRO,Buenos Aires,AFIRMATIVO
3890,1158744,PIETRAGALLA CORTI Horacio, ,Frente para la Victoria - PJ,Buenos Aires,NEGATIVO
3890,1158745,PITIOT Carla Betina, ,Federal Unidos por una Nueva Argentina,C.A.B.A.,AFIRMATIVO
3890,1158746,POLLEDO Carmen, ,PRO,C.A.B.A.,AFIRMATIVO
3890,1158747,PRETTO Pedro Javier, ,PRO,Córdoba,AFIRMATIVO
3890,1158748,QUETGLAS Fabio José, ,Unión Cívica Radical,Buenos Aires,AFIRMATIVO
3890,1158749,RACH QUIROGA Analía Alexandra, ,Frente para la Victoria - PJ,Chaco,NEGATIVO
3890,1158750,RAMÓN José Luis, ,Protectora,Mendoza,NEGATIVO
3890,1158751,RAMOS Alejandro Ariel, ,Primero Argentina,Santa Fe,NEGATIVO
3890,1158752,RAUSCHENBERGER Ariel, ,Justicialista,La Pampa,AUSENTE
3890,1158753,RAVERTA María Fernanda, ,Frente para la Victoria - PJ,Buenos Aires,NEGATIVO
3890,1158754,REGIDOR BELLEDONE Estela Mercedes, ,Unión Cívica Radical,Corrientes,AFIRMATIVO
3890,1158755,REYES Roxana Nahir, ,Unión Cívica Radical,Santa Cruz,AUSENTE
3890,1158756,RICCARDO José Luis, ,Unión Cívica Radical,San Luis,AFIRMATIVO
3890,1158757,RICCI Nadia Lorena, ,Unión Cívica Radical,Santa Cruz,AFIRMATIVO
3890,1158758,RISTA Olga María, ,Unión Cívica Radical,Córdoba,AFIRMATIVO
3890,1158759,RODENAS Alejandra, ,Nuevo Espacio Santafesino,Santa Fe,AUSENTE
3890,1158760,RODRIGUEZ Matías David, ,Frente para la Victoria - PJ,Tierra del Fuego,NEGATIVO
3890,1158761,RODRIGUEZ Rodrigo Martín, ,Frente para la Victoria - PJ,Buenos Aires,NEGATIVO
3890,1158762,ROMA Carlos Gastón, ,PRO,Tierra del Fuego,AFIRMATIVO
3890,1158763,ROMERO Jorge Antonio, ,Frente para la Victoria - PJ,Corrientes,NEGATIVO
3890,1158764,ROSSI Agustín, ,Frente para la Victoria - PJ,Santa Fe,NEGATIVO
3890,1158765,ROSSO Victoria, ,Unidad Justicialista,San Luis,AUSENTE
3890,1158766,RUIZ ARAGÓN José Arnaldo, ,Frente para la Victoria - PJ,Corrientes,NEGATIVO
3890,1158767,RUSSO Laura, ,Frente para la Victoria - PJ,Buenos Aires,AUSENTE
3890,1158768,SAADI Gustavo Arturo, ,Elijo Catamarca,Catamarca,NEGATIVO
3890,1158769,SAHAD Julio Enrique, ,PRO,La Rioja,AFIRMATIVO
3890,1158770,SALVAREZZA Roberto, ,Frente para la Victoria - PJ,Buenos Aires,NEGATIVO
3890,1158771,SANTILLÁN Walter Marcelo, ,Frente para la Victoria - PJ,Tucumán,NEGATIVO
3890,1158772,SAPAG Alma Liliana, ,Movimiento Popular Neuquino,Neuquén,AFIRMATIVO
3890,1158773,SCAGLIA Gisela, ,PRO,Santa Fe,AFIRMATIVO
3890,1158774,SCHLERETH David Pablo, ,PRO,Neuquén,AFIRMATIVO
3890,1158775,SCHLOTTHAUER Monica Leticia, ,Izquierda Socialista - FIT,Buenos Aires,NEGATIVO
3890,1158776,SCHMIDT LIERMANN Cornelia, ,PRO,C.A.B.A.,AFIRMATIVO
3890,1158777,SCIOLI Daniel, ,Frente para la Victoria - PJ,Buenos Aires,AUSENTE
3890,1158778,SELVA Carlos Américo, ,Federal Unidos por una Nueva Argentina,Buenos Aires,AFIRMATIVO
3890,1158779,SIERRA Magdalena, ,Frente para la Victoria - PJ,Buenos Aires,NEGATIVO
3890,1158780,SILEY Vanesa, ,Frente para la Victoria - PJ,Buenos Aires,NEGATIVO
3890,1158781,SNOPEK Alejandro, ,Federal Unidos por una Nueva Argentina,Jujuy,AFIRMATIVO
3890,1158782,SOLÁ Felipe Carlos, ,Red por Argentina,Buenos Aires,NEGATIVO
3890,1158783,SOLANAS Julio Rodolfo, ,Frente para la Victoria - PJ,Entre Ríos,NEGATIVO
3890,1158784,SORAIRE Mirta Alicia, ,Frente para la Victoria - PJ,Tucumán,NEGATIVO
3890,1158785,SORIA María Emilia, ,Frente para la Victoria - PJ,Rio Negro,NEGATIVO
3890,1158786,STEFANI Héctor Antonio, ,PRO,Tierra del Fuego,AFIRMATIVO
3890,1158787,SUAREZ LASTRA Facundo, ,Unión Cívica Radical,C.A.B.A.,AFIRMATIVO
3890,1158788,TABOADA Jorge, ,"Cultura, Educación y Trabajo",Chubut,NEGATIVO
3890,1158789,TAILHADE Luis Rodolfo, ,Frente para la Victoria - PJ,Buenos Aires,NEGATIVO
3890,1158790,TERADA Alicia, ,Coalición Cívica,Chaco,NEGATIVO
3890,1158791,TONELLI Pablo Gabriel, ,PRO,C.A.B.A.,AFIRMATIVO
3890,1158792,TORELLO Pablo, ,PRO,Buenos Aires,AFIRMATIVO
3890,1158793,TUNDIS Mirta, ,Federal Unidos por una Nueva Argentina,Buenos Aires,AFIRMATIVO
3890,1158794,URROZ Paula, ,PRO,Buenos Aires,AFIRMATIVO
